,Residence State,Residence State Code,Month,Month Code,Underlying Cause of death,Underlying Cause of death Code,Deaths,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code
91,Alabama,1,"Mar., 2019",2019/03,"Atherosclerotic cardiovascular disease, so described",I25.0,62,0,0
92,Alabama,1,"Mar., 2019",2019/03,Atherosclerotic heart disease,I25.1,160,0,0
93,Alabama,1,"Mar., 2019",2019/03,Ischaemic cardiomyopathy,I25.5,19,0,0
94,Alabama,1,"Mar., 2019",2019/03,"Chronic ischaemic heart disease, unspecified",I25.9,98,0,0
95,Alabama,1,"Apr., 2019",2019/04,0,0,439,Ischaemic heart diseases,I20-I25
96,Alabama,1,"Apr., 2019",2019/04,"Acute myocardial infarction, unspecified",I21.9,133,0,0
97,Alabama,1,"Apr., 2019",2019/04,"Atherosclerotic cardiovascular disease, so described",I25.0,67,0,0
98,Alabama,1,"Apr., 2019",2019/04,Atherosclerotic heart disease,I25.1,135,0,0
99,Alabama,1,"Apr., 2019",2019/04,Ischaemic cardiomyopathy,I25.5,13,0,0
100,Alabama,1,"Apr., 2019",2019/04,"Chronic ischaemic heart disease, unspecified",I25.9,80,0,0
101,Alabama,1,"May, 2019",2019/05,0,0,434,Ischaemic heart diseases,I20-I25
102,Alabama,1,"May, 2019",2019/05,"Acute myocardial infarction, unspecified",I21.9,116,0,0
103,Alabama,1,"May, 2019",2019/05,"Atherosclerotic cardiovascular disease, so described",I25.0,78,0,0
104,Alabama,1,"May, 2019",2019/05,Atherosclerotic heart disease,I25.1,152,0,0
105,Alabama,1,"May, 2019",2019/05,Ischaemic cardiomyopathy,I25.5,18,0,0
106,Alabama,1,"May, 2019",2019/05,"Chronic ischaemic heart disease, unspecified",I25.9,57,0,0
107,Alabama,1,"Jun., 2019",2019/06,0,0,404,Ischaemic heart diseases,I20-I25
108,Alabama,1,"Jun., 2019",2019/06,Acute subendocardial myocardial infarction,I21.4,15,0,0
109,Alabama,1,"Jun., 2019",2019/06,"Acute myocardial infarction, unspecified",I21.9,112,0,0
110,Alabama,1,"Jun., 2019",2019/06,"Atherosclerotic cardiovascular disease, so described",I25.0,86,0,0
111,Alabama,1,"Jun., 2019",2019/06,Atherosclerotic heart disease,I25.1,111,0,0
112,Alabama,1,"Jun., 2019",2019/06,Ischaemic cardiomyopathy,I25.5,12,0,0
113,Alabama,1,"Jun., 2019",2019/06,"Chronic ischaemic heart disease, unspecified",I25.9,61,0,0
114,Alabama,1,"Jul., 2019",2019/07,0,0,394,Ischaemic heart diseases,I20-I25
115,Alabama,1,"Jul., 2019",2019/07,"Acute myocardial infarction, unspecified",I21.9,125,0,0
116,Alabama,1,"Jul., 2019",2019/07,"Atherosclerotic cardiovascular disease, so described",I25.0,72,0,0
117,Alabama,1,"Jul., 2019",2019/07,Atherosclerotic heart disease,I25.1,107,0,0
118,Alabama,1,"Jul., 2019",2019/07,Ischaemic cardiomyopathy,I25.5,15,0,0
119,Alabama,1,"Jul., 2019",2019/07,"Chronic ischaemic heart disease, unspecified",I25.9,68,0,0
120,Alabama,1,"Aug., 2019",2019/08,0,0,383,Ischaemic heart diseases,I20-I25
121,Alabama,1,"Aug., 2019",2019/08,"Acute myocardial infarction, unspecified",I21.9,110,0,0
122,Alabama,1,"Aug., 2019",2019/08,"Atherosclerotic cardiovascular disease, so described",I25.0,86,0,0
123,Alabama,1,"Aug., 2019",2019/08,Atherosclerotic heart disease,I25.1,106,0,0
124,Alabama,1,"Aug., 2019",2019/08,Ischaemic cardiomyopathy,I25.5,12,0,0
125,Alabama,1,"Aug., 2019",2019/08,"Chronic ischaemic heart disease, unspecified",I25.9,56,0,0
126,Alabama,1,"Sep., 2019",2019/09,0,0,373,Ischaemic heart diseases,I20-I25
127,Alabama,1,"Sep., 2019",2019/09,"Acute myocardial infarction, unspecified",I21.9,96,0,0
128,Alabama,1,"Sep., 2019",2019/09,"Atherosclerotic cardiovascular disease, so described",I25.0,91,0,0
129,Alabama,1,"Sep., 2019",2019/09,Atherosclerotic heart disease,I25.1,107,0,0
130,Alabama,1,"Sep., 2019",2019/09,"Chronic ischaemic heart disease, unspecified",I25.9,60,0,0
131,Alabama,1,"Oct., 2019",2019/10,0,0,359,Ischaemic heart diseases,I20-I25
132,Alabama,1,"Oct., 2019",2019/10,"Acute myocardial infarction, unspecified",I21.9,110,0,0
133,Alabama,1,"Oct., 2019",2019/10,"Atherosclerotic cardiovascular disease, so described",I25.0,64,0,0
134,Alabama,1,"Oct., 2019",2019/10,Atherosclerotic heart disease,I25.1,102,0,0
135,Alabama,1,"Oct., 2019",2019/10,Ischaemic cardiomyopathy,I25.5,13,0,0
136,Alabama,1,"Oct., 2019",2019/10,"Chronic ischaemic heart disease, unspecified",I25.9,58,0,0
137,Alabama,1,"Nov., 2019",2019/11,0,0,408,Ischaemic heart diseases,I20-I25
138,Alabama,1,"Nov., 2019",2019/11,Acute subendocardial myocardial infarction,I21.4,10,0,0
139,Alabama,1,"Nov., 2019",2019/11,"Acute myocardial infarction, unspecified",I21.9,110,0,0
140,Alabama,1,"Nov., 2019",2019/11,"Atherosclerotic cardiovascular disease, so described",I25.0,80,0,0
141,Alabama,1,"Nov., 2019",2019/11,Atherosclerotic heart disease,I25.1,119,0,0
142,Alabama,1,"Nov., 2019",2019/11,Ischaemic cardiomyopathy,I25.5,13,0,0
143,Alabama,1,"Nov., 2019",2019/11,"Chronic ischaemic heart disease, unspecified",I25.9,72,0,0
144,Alabama,1,"Dec., 2019",2019/12,0,0,418,Ischaemic heart diseases,I20-I25
145,Alabama,1,"Dec., 2019",2019/12,"Acute myocardial infarction, unspecified",I21.9,123,0,0
146,Alabama,1,"Dec., 2019",2019/12,"Atherosclerotic cardiovascular disease, so described",I25.0,94,0,0
147,Alabama,1,"Dec., 2019",2019/12,Atherosclerotic heart disease,I25.1,104,0,0
148,Alabama,1,"Dec., 2019",2019/12,Ischaemic cardiomyopathy,I25.5,16,0,0
149,Alabama,1,"Dec., 2019",2019/12,"Chronic ischaemic heart disease, unspecified",I25.9,72,0,0
150,Alabama,1,"Jan., 2020",2020/01,0,0,416,Ischaemic heart diseases,I20-I25
151,Alabama,1,"Jan., 2020",2020/01,Acute subendocardial myocardial infarction,I21.4,13,0,0
152,Alabama,1,"Jan., 2020",2020/01,"Acute myocardial infarction, unspecified",I21.9,118,0,0
153,Alabama,1,"Jan., 2020",2020/01,"Atherosclerotic cardiovascular disease, so described",I25.0,80,0,0
154,Alabama,1,"Jan., 2020",2020/01,Atherosclerotic heart disease,I25.1,126,0,0
155,Alabama,1,"Jan., 2020",2020/01,Ischaemic cardiomyopathy,I25.5,15,0,0
156,Alabama,1,"Jan., 2020",2020/01,"Chronic ischaemic heart disease, unspecified",I25.9,62,0,0
157,Alabama,1,"Feb., 2020",2020/02,0,0,418,Ischaemic heart diseases,I20-I25
158,Alabama,1,"Feb., 2020",2020/02,"Acute myocardial infarction, unspecified",I21.9,120,0,0
159,Alabama,1,"Feb., 2020",2020/02,"Atherosclerotic cardiovascular disease, so described",I25.0,89,0,0
160,Alabama,1,"Feb., 2020",2020/02,Atherosclerotic heart disease,I25.1,122,0,0
161,Alabama,1,"Feb., 2020",2020/02,Ischaemic cardiomyopathy,I25.5,12,0,0
162,Alabama,1,"Feb., 2020",2020/02,"Chronic ischaemic heart disease, unspecified",I25.9,63,0,0
163,Alabama,1,"Mar., 2020",2020/03,0,0,413,Ischaemic heart diseases,I20-I25
164,Alabama,1,"Mar., 2020",2020/03,"Acute myocardial infarction, unspecified",I21.9,126,0,0
165,Alabama,1,"Mar., 2020",2020/03,"Atherosclerotic cardiovascular disease, so described",I25.0,86,0,0
166,Alabama,1,"Mar., 2020",2020/03,Atherosclerotic heart disease,I25.1,107,0,0
167,Alabama,1,"Mar., 2020",2020/03,"Chronic ischaemic heart disease, unspecified",I25.9,73,0,0
168,Alabama,1,"Apr., 2020",2020/04,0,0,417,Ischaemic heart diseases,I20-I25
169,Alabama,1,"Apr., 2020",2020/04,"Acute myocardial infarction, unspecified",I21.9,123,0,0
170,Alabama,1,"Apr., 2020",2020/04,"Atherosclerotic cardiovascular disease, so described",I25.0,87,0,0
171,Alabama,1,"Apr., 2020",2020/04,Atherosclerotic heart disease,I25.1,122,0,0
172,Alabama,1,"Apr., 2020",2020/04,Ischaemic cardiomyopathy,I25.5,14,0,0
173,Alabama,1,"Apr., 2020",2020/04,"Chronic ischaemic heart disease, unspecified",I25.9,58,0,0
174,Alabama,1,"May, 2020",2020/05,0,0,473,Ischaemic heart diseases,I20-I25
175,Alabama,1,"May, 2020",2020/05,Acute subendocardial myocardial infarction,I21.4,12,0,0
176,Alabama,1,"May, 2020",2020/05,"Acute myocardial infarction, unspecified",I21.9,135,0,0
177,Alabama,1,"May, 2020",2020/05,"Atherosclerotic cardiovascular disease, so described",I25.0,95,0,0
178,Alabama,1,"May, 2020",2020/05,Atherosclerotic heart disease,I25.1,131,0,0
179,Alabama,1,"May, 2020",2020/05,Ischaemic cardiomyopathy,I25.5,10,0,0
180,Alabama,1,"May, 2020",2020/05,"Chronic ischaemic heart disease, unspecified",I25.9,83,0,0
181,Alabama,1,"Jun., 2020",2020/06,0,0,455,Ischaemic heart diseases,I20-I25
182,Alabama,1,"Jun., 2020",2020/06,"Acute myocardial infarction, unspecified",I21.9,142,0,0
183,Alabama,1,"Jun., 2020",2020/06,"Atherosclerotic cardiovascular disease, so described",I25.0,102,0,0
184,Alabama,1,"Jun., 2020",2020/06,Atherosclerotic heart disease,I25.1,120,0,0
185,Alabama,1,"Jun., 2020",2020/06,Ischaemic cardiomyopathy,I25.5,12,0,0
186,Alabama,1,"Jun., 2020",2020/06,"Chronic ischaemic heart disease, unspecified",I25.9,64,0,0
187,Alabama,1,"Jul., 2020",2020/07,0,0,491,Ischaemic heart diseases,I20-I25
188,Alabama,1,"Jul., 2020",2020/07,"Acute myocardial infarction, unspecified",I21.9,127,0,0
189,Alabama,1,"Jul., 2020",2020/07,"Atherosclerotic cardiovascular disease, so described",I25.0,121,0,0
190,Alabama,1,"Jul., 2020",2020/07,Atherosclerotic heart disease,I25.1,131,0,0
191,Alabama,1,"Jul., 2020",2020/07,Ischaemic cardiomyopathy,I25.5,16,0,0
192,Alabama,1,"Jul., 2020",2020/07,"Chronic ischaemic heart disease, unspecified",I25.9,86,0,0
193,Alabama,1,"Aug., 2020",2020/08,0,0,462,Ischaemic heart diseases,I20-I25
194,Alabama,1,"Aug., 2020",2020/08,"Acute myocardial infarction, unspecified",I21.9,143,0,0
195,Alabama,1,"Aug., 2020",2020/08,"Atherosclerotic cardiovascular disease, so described",I25.0,79,0,0
196,Alabama,1,"Aug., 2020",2020/08,Atherosclerotic heart disease,I25.1,142,0,0
197,Alabama,1,"Aug., 2020",2020/08,Ischaemic cardiomyopathy,I25.5,12,0,0
198,Alabama,1,"Aug., 2020",2020/08,"Chronic ischaemic heart disease, unspecified",I25.9,78,0,0
199,Alabama,1,"Sep., 2020",2020/09,0,0,417,Ischaemic heart diseases,I20-I25
200,Alabama,1,"Sep., 2020",2020/09,Acute subendocardial myocardial infarction,I21.4,15,0,0
201,Alabama,1,"Sep., 2020",2020/09,"Acute myocardial infarction, unspecified",I21.9,123,0,0
202,Alabama,1,"Sep., 2020",2020/09,"Atherosclerotic cardiovascular disease, so described",I25.0,86,0,0
203,Alabama,1,"Sep., 2020",2020/09,Atherosclerotic heart disease,I25.1,97,0,0
204,Alabama,1,"Sep., 2020",2020/09,Ischaemic cardiomyopathy,I25.5,17,0,0
205,Alabama,1,"Sep., 2020",2020/09,"Chronic ischaemic heart disease, unspecified",I25.9,75,0,0
206,Alabama,1,"Oct., 2020",2020/10,0,0,436,Ischaemic heart diseases,I20-I25
207,Alabama,1,"Oct., 2020",2020/10,Acute subendocardial myocardial infarction,I21.4,14,0,0
208,Alabama,1,"Oct., 2020",2020/10,"Acute myocardial infarction, unspecified",I21.9,130,0,0
209,Alabama,1,"Oct., 2020",2020/10,"Atherosclerotic cardiovascular disease, so described",I25.0,76,0,0
210,Alabama,1,"Oct., 2020",2020/10,Atherosclerotic heart disease,I25.1,129,0,0
211,Alabama,1,"Oct., 2020",2020/10,Ischaemic cardiomyopathy,I25.5,17,0,0
212,Alabama,1,"Oct., 2020",2020/10,"Chronic ischaemic heart disease, unspecified",I25.9,67,0,0
213,Alabama,1,"Nov., 2020",2020/11,0,0,444,Ischaemic heart diseases,I20-I25
214,Alabama,1,"Nov., 2020",2020/11,"Acute myocardial infarction, unspecified",I21.9,112,0,0
215,Alabama,1,"Nov., 2020",2020/11,"Atherosclerotic cardiovascular disease, so described",I25.0,73,0,0
216,Alabama,1,"Nov., 2020",2020/11,Atherosclerotic heart disease,I25.1,152,0,0
217,Alabama,1,"Nov., 2020",2020/11,Ischaemic cardiomyopathy,I25.5,18,0,0
218,Alabama,1,"Nov., 2020",2020/11,"Chronic ischaemic heart disease, unspecified",I25.9,80,0,0
219,Alabama,1,"Dec., 2020",2020/12,0,0,498,Ischaemic heart diseases,I20-I25
220,Alabama,1,"Dec., 2020",2020/12,Acute subendocardial myocardial infarction,I21.4,17,0,0
221,Alabama,1,"Dec., 2020",2020/12,"Acute myocardial infarction, unspecified",I21.9,156,0,0
222,Alabama,1,"Dec., 2020",2020/12,"Atherosclerotic cardiovascular disease, so described",I25.0,84,0,0
223,Alabama,1,"Dec., 2020",2020/12,Atherosclerotic heart disease,I25.1,135,0,0
224,Alabama,1,"Dec., 2020",2020/12,Ischaemic cardiomyopathy,I25.5,16,0,0
225,Alabama,1,"Dec., 2020",2020/12,"Chronic ischaemic heart disease, unspecified",I25.9,85,0,0
226,Alabama,1,"Jan., 2021",2021/01,0,0,546,Ischaemic heart diseases,I20-I25
227,Alabama,1,"Jan., 2021",2021/01,Acute subendocardial myocardial infarction,I21.4,14,0,0
228,Alabama,1,"Jan., 2021",2021/01,"Acute myocardial infarction, unspecified",I21.9,161,0,0
229,Alabama,1,"Jan., 2021",2021/01,"Atherosclerotic cardiovascular disease, so described",I25.0,111,0,0
230,Alabama,1,"Jan., 2021",2021/01,Atherosclerotic heart disease,I25.1,179,0,0
231,Alabama,1,"Jan., 2021",2021/01,Ischaemic cardiomyopathy,I25.5,15,0,0
232,Alabama,1,"Jan., 2021",2021/01,"Chronic ischaemic heart disease, unspecified",I25.9,62,0,0
233,Alabama,1,"Feb., 2021",2021/02,0,0,398,Ischaemic heart diseases,I20-I25
234,Alabama,1,"Feb., 2021",2021/02,"Acute myocardial infarction, unspecified",I21.9,108,0,0
235,Alabama,1,"Feb., 2021",2021/02,"Atherosclerotic cardiovascular disease, so described",I25.0,84,0,0
236,Alabama,1,"Feb., 2021",2021/02,Atherosclerotic heart disease,I25.1,104,0,0
237,Alabama,1,"Feb., 2021",2021/02,Ischaemic cardiomyopathy,I25.5,16,0,0
238,Alabama,1,"Feb., 2021",2021/02,"Chronic ischaemic heart disease, unspecified",I25.9,72,0,0
239,Alabama,1,"Mar., 2021",2021/03,0,0,443,Ischaemic heart diseases,I20-I25
240,Alabama,1,"Mar., 2021",2021/03,Acute subendocardial myocardial infarction,I21.4,15,0,0
241,Alabama,1,"Mar., 2021",2021/03,"Acute myocardial infarction, unspecified",I21.9,125,0,0
242,Alabama,1,"Mar., 2021",2021/03,"Atherosclerotic cardiovascular disease, so described",I25.0,93,0,0
243,Alabama,1,"Mar., 2021",2021/03,Atherosclerotic heart disease,I25.1,136,0,0
244,Alabama,1,"Mar., 2021",2021/03,Ischaemic cardiomyopathy,I25.5,12,0,0
245,Alabama,1,"Mar., 2021",2021/03,"Chronic ischaemic heart disease, unspecified",I25.9,60,0,0
246,Alabama,1,"Apr., 2021",2021/04,0,0,430,Ischaemic heart diseases,I20-I25
247,Alabama,1,"Apr., 2021",2021/04,Acute subendocardial myocardial infarction,I21.4,11,0,0
248,Alabama,1,"Apr., 2021",2021/04,"Acute myocardial infarction, unspecified",I21.9,138,0,0
249,Alabama,1,"Apr., 2021",2021/04,"Atherosclerotic cardiovascular disease, so described",I25.0,78,0,0
250,Alabama,1,"Apr., 2021",2021/04,Atherosclerotic heart disease,I25.1,119,0,0
251,Alabama,1,"Apr., 2021",2021/04,Ischaemic cardiomyopathy,I25.5,11,0,0
252,Alabama,1,"Apr., 2021",2021/04,"Chronic ischaemic heart disease, unspecified",I25.9,67,0,0
253,Alabama,1,"May, 2021",2021/05,0,0,408,Ischaemic heart diseases,I20-I25
254,Alabama,1,"May, 2021",2021/05,"Acute myocardial infarction, unspecified",I21.9,114,0,0
255,Alabama,1,"May, 2021",2021/05,"Atherosclerotic cardiovascular disease, so described",I25.0,67,0,0
256,Alabama,1,"May, 2021",2021/05,Atherosclerotic heart disease,I25.1,150,0,0
257,Alabama,1,"May, 2021",2021/05,Ischaemic cardiomyopathy,I25.5,14,0,0
258,Alabama,1,"May, 2021",2021/05,"Chronic ischaemic heart disease, unspecified",I25.9,54,0,0
259,Alabama,1,"Jun., 2021",2021/06,0,0,436,Ischaemic heart diseases,I20-I25
260,Alabama,1,"Jun., 2021",2021/06,Acute subendocardial myocardial infarction,I21.4,19,0,0
261,Alabama,1,"Jun., 2021",2021/06,"Acute myocardial infarction, unspecified",I21.9,110,0,0
262,Alabama,1,"Jun., 2021",2021/06,"Atherosclerotic cardiovascular disease, so described",I25.0,85,0,0
263,Alabama,1,"Jun., 2021",2021/06,Atherosclerotic heart disease,I25.1,142,0,0
264,Alabama,1,"Jun., 2021",2021/06,Ischaemic cardiomyopathy,I25.5,15,0,0
265,Alabama,1,"Jun., 2021",2021/06,"Chronic ischaemic heart disease, unspecified",I25.9,61,0,0
266,Alabama,1,"Jul., 2021",2021/07,0,0,401,Ischaemic heart diseases,I20-I25
267,Alabama,1,"Jul., 2021",2021/07,"Acute myocardial infarction, unspecified",I21.9,108,0,0
268,Alabama,1,"Jul., 2021",2021/07,"Atherosclerotic cardiovascular disease, so described",I25.0,67,0,0
269,Alabama,1,"Jul., 2021",2021/07,Atherosclerotic heart disease,I25.1,134,0,0
270,Alabama,1,"Jul., 2021",2021/07,Ischaemic cardiomyopathy,I25.5,12,0,0
271,Alabama,1,"Jul., 2021",2021/07,"Chronic ischaemic heart disease, unspecified",I25.9,69,0,0
272,Alabama,1,"Aug., 2021",2021/08,0,0,468,Ischaemic heart diseases,I20-I25
273,Alabama,1,"Aug., 2021",2021/08,"Acute myocardial infarction, unspecified",I21.9,126,0,0
