State,StateCode,Year,Month,NDVI
Alabama,AL,2019.0,8.0,0.7942736688304197
Alabama,AL,2019.0,9.0,0.7691821237091954
Alabama,AL,2019.0,10.0,0.7156286708373765
Alabama,AL,2019.0,11.0,0.6599406443832393
Alabama,AL,2019.0,12.0,0.5872539805029651
Alabama,AL,2020.0,1.0,0.5860345398809921
Alabama,AL,2020.0,2.0,0.579913404622523
Alabama,AL,2020.0,3.0,0.629028028457658
Alabama,AL,2020.0,4.0,0.7521948987426961
Alabama,AL,2020.0,5.0,0.7720387388745596
Alabama,AL,2020.0,6.0,0.7932124432482626
Alabama,AL,2020.0,7.0,0.8161306508984981
Alabama,AL,2020.0,8.0,0.7989264596914643
Alabama,AL,2020.0,9.0,0.7811677193521656
Alabama,AL,2020.0,10.0,0.7429392689770344
Alabama,AL,2020.0,11.0,0.6757346892273814
Alabama,AL,2020.0,12.0,0.6011601865955035
Alabama,AL,2021.0,1.0,0.5692295655231754
Alabama,AL,2021.0,2.0,0.5454104694119007
Alabama,AL,2021.0,3.0,0.5685969761467071
Alabama,AL,2021.0,4.0,0.7094016180016085
Alabama,AL,2021.0,5.0,0.7759021111889235
Alabama,AL,2021.0,6.0,0.7884224353232834
Alabama,AL,2021.0,7.0,0.8085594515880458
Alabama,AL,2021.0,8.0,0.8129660586899753
Alabama,AL,2021.0,9.0,0.7952735160656703
Alabama,AL,2021.0,10.0,0.7445456751325914
Alabama,AL,2021.0,11.0,0.6626287335738443
Alabama,AL,2021.0,12.0,0.6039316336234294
Alabama,AL,2022.0,1.0,0.6001734713801431
Alabama,AL,2022.0,2.0,0.5502264301533035
Alabama,AL,2022.0,3.0,0.5593235991793328
Alabama,AL,2022.0,4.0,0.6636455413772429
Alabama,AL,2022.0,5.0,0.7634132431994393
Alabama,AL,2022.0,6.0,0.7860367619833737
Alabama,AL,2022.0,7.0,0.7923701923305898
Alabama,AL,2022.0,8.0,0.7994199758250504
Alabama,AL,2022.0,9.0,0.7885987651843941
Alabama,AL,2022.0,10.0,0.7039222782880308
Alabama,AL,2022.0,11.0,0.6240333941001108
Alabama,AL,2022.0,12.0,0.5912448454752128
Alabama,AL,2023.0,1.0,0.5407297581598789
Alabama,AL,2023.0,2.0,0.5443409841082003
Alabama,AL,2023.0,3.0,0.5895325573882857
Alabama,AL,2023.0,4.0,0.7038982993113874
Alabama,AL,2023.0,5.0,0.775200140001995
Alabama,AL,2023.0,6.0,0.7981322018880095
Alabama,AL,2023.0,7.0,0.797864250337745
Alabama,AL,2023.0,8.0,0.7936541522899176
Alabama,AL,2023.0,9.0,0.7726448092899788
Alabama,AL,2023.0,10.0,0.7085360244355048
Alabama,AL,2023.0,11.0,0.6161787583033421
Alabama,AL,2023.0,12.0,0.5796665339995619
Alabama,AL,2024.0,1.0,0.5555257437033024
Alabama,AL,2024.0,2.0,0.5395875836438825
Alabama,AL,2024.0,3.0,0.574884708656607
Alabama,AL,2024.0,4.0,0.7029361066718924
Alabama,AL,2024.0,5.0,0.781395927546491
Alabama,AL,2024.0,6.0,0.7899105047821061
Alabama,AL,2024.0,7.0,0.795499310670126
Alabama,AL,2024.0,8.0,0.7808554595094361
Alabama,AL,2024.0,9.0,0.7624970850101457
Alabama,AL,2024.0,10.0,0.7270371617596382
Alabama,AL,2024.0,11.0,0.6679672826774445
Alabama,AL,2024.0,12.0,0.6127375842746008
Arkansas,AR,2015.0,1.0,0.4560811613424412
Arkansas,AR,2015.0,2.0,0.4478069970499498
Arkansas,AR,2015.0,3.0,0.4516888356085058
Arkansas,AR,2015.0,4.0,0.6139482293666636
Arkansas,AR,2015.0,5.0,0.7070468857557748
Arkansas,AR,2015.0,6.0,0.7504520758078855
Arkansas,AR,2015.0,7.0,0.775169083770981
Arkansas,AR,2015.0,8.0,0.7739897901745012
Arkansas,AR,2015.0,9.0,0.7378094030710848
Arkansas,AR,2015.0,10.0,0.6102054593102157
Arkansas,AR,2015.0,11.0,0.5664393588846656
Arkansas,AR,2015.0,12.0,0.5062489224084404
Arkansas,AR,2016.0,1.0,0.47553600441842103
Arkansas,AR,2016.0,2.0,0.4550443367519688
Arkansas,AR,2016.0,3.0,0.4713811360414766
Arkansas,AR,2016.0,4.0,0.605356860298153
Arkansas,AR,2016.0,5.0,0.7166860890330577
Arkansas,AR,2016.0,6.0,0.7563320416521514
Arkansas,AR,2016.0,7.0,0.7897299871287333
Arkansas,AR,2016.0,8.0,0.7976205354787685
Arkansas,AR,2016.0,9.0,0.757590982593929
Arkansas,AR,2016.0,10.0,0.6411478260615734
Arkansas,AR,2016.0,11.0,0.5574955299556705
Arkansas,AR,2016.0,12.0,0.4801414355454533
Arkansas,AR,2017.0,1.0,0.46063586434931003
Arkansas,AR,2017.0,2.0,0.46271568629578336
Arkansas,AR,2017.0,3.0,0.49701645784777065
Arkansas,AR,2017.0,4.0,0.6048648567879746
Arkansas,AR,2017.0,5.0,0.7230833623345815
Arkansas,AR,2017.0,6.0,0.779103067031703
Arkansas,AR,2017.0,7.0,0.8018341107498267
Arkansas,AR,2017.0,8.0,0.7969326711138617
Arkansas,AR,2017.0,9.0,0.7428569888385979
Arkansas,AR,2017.0,10.0,0.6411231234270502
Arkansas,AR,2017.0,11.0,0.5078076672817414
Arkansas,AR,2017.0,12.0,0.4769290540299626
Arkansas,AR,2018.0,1.0,0.4434268183693094
Arkansas,AR,2018.0,2.0,0.4378020893398825
Arkansas,AR,2018.0,3.0,0.45098956823275116
Arkansas,AR,2018.0,4.0,0.5255478730234502
Arkansas,AR,2018.0,5.0,0.6888358694191417
Arkansas,AR,2018.0,6.0,0.7570306474922829
Arkansas,AR,2018.0,7.0,0.7721264384049462
Arkansas,AR,2018.0,8.0,0.7886854735688464
Arkansas,AR,2018.0,9.0,0.7631410416324294
Arkansas,AR,2018.0,10.0,0.6940867190300607
Arkansas,AR,2018.0,11.0,0.5523248290132182
Arkansas,AR,2018.0,12.0,0.48186197364445416
Arkansas,AR,2019.0,1.0,0.4723449187898683
Arkansas,AR,2019.0,2.0,0.4609495634816539
Arkansas,AR,2019.0,3.0,0.464328445161102
Arkansas,AR,2019.0,4.0,0.5989747833529596
Arkansas,AR,2019.0,5.0,0.7112935339090783
Arkansas,AR,2019.0,6.0,0.7641909969046863
Arkansas,AR,2019.0,7.0,0.7931097103525403
Arkansas,AR,2019.0,8.0,0.7917591472582421
Arkansas,AR,2019.0,9.0,0.7491291766606881
Arkansas,AR,2019.0,10.0,0.6561215917546724
Arkansas,AR,2019.0,11.0,0.5378736630137808
Arkansas,AR,2019.0,12.0,0.4719016990272597
Arkansas,AR,2020.0,1.0,0.47388230406447296
Arkansas,AR,2020.0,2.0,0.47587640153771327
Arkansas,AR,2020.0,3.0,0.4965036944318319
Arkansas,AR,2020.0,4.0,0.631674072436454
Arkansas,AR,2020.0,5.0,0.6943834241542911
Arkansas,AR,2020.0,6.0,0.7595675325864062
Arkansas,AR,2020.0,7.0,0.7952716099968343
Arkansas,AR,2020.0,8.0,0.8042287789815821
Arkansas,AR,2020.0,9.0,0.7632026918247587
Arkansas,AR,2020.0,10.0,0.6652392668745147
Arkansas,AR,2020.0,11.0,0.5691645782444688
Arkansas,AR,2020.0,12.0,0.5054205132910684
Arkansas,AR,2021.0,1.0,0.4786892061945192
Arkansas,AR,2021.0,2.0,0.4644817451899827
Arkansas,AR,2021.0,3.0,0.46411878731035394
Arkansas,AR,2021.0,4.0,0.5697466678064742
Arkansas,AR,2021.0,5.0,0.6793520402596993
Arkansas,AR,2021.0,6.0,0.7610814874726094
Arkansas,AR,2021.0,7.0,0.7899615728218498
Arkansas,AR,2021.0,8.0,0.7856575201754196
Arkansas,AR,2021.0,9.0,0.7397306182662776
Arkansas,AR,2021.0,10.0,0.6716917876865874
Arkansas,AR,2021.0,11.0,0.576312046647854
Arkansas,AR,2021.0,12.0,0.5155584490573212
Arkansas,AR,2022.0,1.0,0.49195668361748796
Arkansas,AR,2022.0,2.0,0.453304764471125
Arkansas,AR,2022.0,3.0,0.4653886976625779
Arkansas,AR,2022.0,4.0,0.552635062461909
Arkansas,AR,2022.0,5.0,0.6965119562645147
Arkansas,AR,2022.0,6.0,0.7479408698267553
Arkansas,AR,2022.0,7.0,0.7457503840280949
Arkansas,AR,2022.0,8.0,0.7778422013159265
Arkansas,AR,2022.0,9.0,0.7551700735898098
Arkansas,AR,2022.0,10.0,0.601178602865037
Arkansas,AR,2022.0,11.0,0.5242377501761952
Arkansas,AR,2022.0,12.0,0.48147745252020663
Arkansas,AR,2023.0,1.0,0.45817490627931085
Arkansas,AR,2023.0,2.0,0.45852170570396633
Arkansas,AR,2023.0,3.0,0.4788906015375119
Arkansas,AR,2023.0,4.0,0.603494677161254
Arkansas,AR,2023.0,5.0,0.7023336217124619
Arkansas,AR,2023.0,6.0,0.7618527689234708
Arkansas,AR,2023.0,7.0,0.7936639628023264
Arkansas,AR,2023.0,8.0,0.8007690749350661
Arkansas,AR,2023.0,9.0,0.7194449389053821
Arkansas,AR,2023.0,10.0,0.6452524387103756
Arkansas,AR,2023.0,11.0,0.5439973051890886
Arkansas,AR,2023.0,12.0,0.48915426956385705
Arkansas,AR,2024.0,1.0,0.4820881717963119
Arkansas,AR,2024.0,2.0,0.4673715586595262
Arkansas,AR,2024.0,3.0,0.5000802566156058
Arkansas,AR,2024.0,4.0,0.6036560356045573
Arkansas,AR,2024.0,5.0,0.7312941117316145
Arkansas,AR,2024.0,6.0,0.7680473399404181
Arkansas,AR,2024.0,7.0,0.787625475814183
Arkansas,AR,2024.0,8.0,0.779462112356591
Arkansas,AR,2024.0,9.0,0.7325553400241271
Arkansas,AR,2024.0,10.0,0.6380720818643955
Arkansas,AR,2024.0,11.0,0.5698658293425485
Arkansas,AR,2024.0,12.0,0.5067596846716736
American Samoa,AS,2015.0,1.0,0.678995205479452
American Samoa,AS,2015.0,2.0,0.6893039215686275
American Samoa,AS,2015.0,3.0,0.654963961038961
American Samoa,AS,2015.0,4.0,0.7165316993464053
American Samoa,AS,2015.0,5.0,0.7251199346405228
American Samoa,AS,2015.0,6.0,0.7253790849673204
American Samoa,AS,2015.0,7.0,0.7499171052631579
American Samoa,AS,2015.0,8.0,0.7509786666666667
American Samoa,AS,2015.0,9.0,0.7111700964630225
American Samoa,AS,2015.0,10.0,0.47322191780821926
American Samoa,AS,2015.0,11.0,0.5846250000000001
American Samoa,AS,2015.0,12.0,0.6338762820512821
American Samoa,AS,2016.0,1.0,0.7105567944250871
American Samoa,AS,2016.0,2.0,0.6943814814814815
American Samoa,AS,2016.0,3.0,0.6621187725817443
American Samoa,AS,2016.0,4.0,0.6536751954384787
American Samoa,AS,2016.0,5.0,0.6771103896103896
American Samoa,AS,2016.0,6.0,0.7473816053511706
American Samoa,AS,2016.0,7.0,0.7279016077170418
American Samoa,AS,2016.0,8.0,0.7192842105263157
American Samoa,AS,2016.0,9.0,0.7343947540983607
American Samoa,AS,2016.0,10.0,0.7330603278688524
American Samoa,AS,2016.0,11.0,0.7122375862068966
American Samoa,AS,2016.0,12.0,0.6430119266055047
American Samoa,AS,2017.0,1.0,0.6555515254237289
American Samoa,AS,2017.0,2.0,0.6446006493506494
American Samoa,AS,2017.0,3.0,0.6964226229508197
American Samoa,AS,2017.0,4.0,0.7589681818181818
American Samoa,AS,2017.0,5.0,0.7318256410256411
American Samoa,AS,2017.0,6.0,0.7336314102564103
American Samoa,AS,2017.0,7.0,0.7169437299035369
American Samoa,AS,2017.0,8.0,0.7247422297297298
American Samoa,AS,2017.0,9.0,0.6981503442603377
American Samoa,AS,2017.0,10.0,0.5769380212602798
American Samoa,AS,2017.0,11.0,0.6830185430463577
American Samoa,AS,2017.0,12.0,0.6868928338762216
American Samoa,AS,2018.0,1.0,0.676678231292517
American Samoa,AS,2018.0,2.0,0.6510265625
American Samoa,AS,2018.0,3.0,0.6843761290322581
American Samoa,AS,2018.0,4.0,0.7008539473684211
American Samoa,AS,2018.0,5.0,0.7678575757575758
American Samoa,AS,2018.0,6.0,0.7206527027027027
American Samoa,AS,2018.0,7.0,0.7335969696969697
American Samoa,AS,2018.0,8.0,0.756567105263158
American Samoa,AS,2018.0,9.0,0.7282192052980133
American Samoa,AS,2018.0,10.0,0.7148298305084746
American Samoa,AS,2018.0,11.0,0.6982910034602077
American Samoa,AS,2018.0,12.0,0.6756243670886076
American Samoa,AS,2019.0,1.0,0.6762513698630137
American Samoa,AS,2019.0,2.0,0.6845756329113925
American Samoa,AS,2019.0,3.0,0.7378604026845638
American Samoa,AS,2019.0,4.0,0.717488888888889
American Samoa,AS,2019.0,5.0,0.7429944625407167
American Samoa,AS,2019.0,6.0,0.7197028571428571
American Samoa,AS,2019.0,7.0,0.6967341935483871
American Samoa,AS,2019.0,8.0,0.7367304207119741
American Samoa,AS,2019.0,9.0,0.6902999223066297
American Samoa,AS,2019.0,10.0,0.6839037132909673
American Samoa,AS,2019.0,11.0,0.6315808187165919
American Samoa,AS,2019.0,12.0,0.6762379785816637
American Samoa,AS,2020.0,1.0,0.6574095070422535
American Samoa,AS,2020.0,2.0,0.6586174193548388
American Samoa,AS,2020.0,3.0,0.7238812080536913
American Samoa,AS,2020.0,4.0,0.7357607260726073
American Samoa,AS,2020.0,5.0,0.7684328903654485
American Samoa,AS,2020.0,6.0,0.7146288524590164
American Samoa,AS,2020.0,7.0,0.6991139240506329
American Samoa,AS,2020.0,8.0,0.7405504983388704
American Samoa,AS,2020.0,9.0,0.6986882736156352
American Samoa,AS,2020.0,10.0,0.6615273846153847
American Samoa,AS,2020.0,11.0,0.6864452054794521
American Samoa,AS,2020.0,12.0,0.6794251592356688
American Samoa,AS,2021.0,1.0,0.6612595595865396
American Samoa,AS,2021.0,2.0,0.686199025974026
American Samoa,AS,2021.0,3.0,0.663628524590164
American Samoa,AS,2021.0,4.0,0.7075135483870968
American Samoa,AS,2021.0,5.0,0.7689030508474576
American Samoa,AS,2021.0,6.0,0.7591619528619529
American Samoa,AS,2021.0,7.0,0.7512631578947369
American Samoa,AS,2021.0,8.0,0.7576020602029732
American Samoa,AS,2021.0,9.0,0.7601939393939394
American Samoa,AS,2021.0,10.0,0.6816403448275863
American Samoa,AS,2021.0,11.0,0.6892690721649485
American Samoa,AS,2021.0,12.0,0.7111843450479234
American Samoa,AS,2022.0,1.0,0.6844337263778492
American Samoa,AS,2022.0,2.0,0.6756236582116193
American Samoa,AS,2022.0,3.0,0.6941313725490196
American Samoa,AS,2022.0,4.0,0.7367609836065575
American Samoa,AS,2022.0,5.0,0.7629928571428571
American Samoa,AS,2022.0,6.0,0.797815625
American Samoa,AS,2022.0,7.0,0.7422060606060606
American Samoa,AS,2022.0,8.0,0.7675786440677966
American Samoa,AS,2022.0,9.0,0.6862071895424837
American Samoa,AS,2022.0,10.0,0.555600350877193
American Samoa,AS,2022.0,11.0,0.6621615646258503
American Samoa,AS,2022.0,12.0,0.7033429967426711
American Samoa,AS,2023.0,1.0,0.6935851851851853
American Samoa,AS,2023.0,2.0,0.7205884488448846
American Samoa,AS,2023.0,3.0,0.7309951140065146
American Samoa,AS,2023.0,4.0,0.711711038961039
American Samoa,AS,2023.0,5.0,0.7178613861386138
American Samoa,AS,2023.0,6.0,0.7381006535947713
American Samoa,AS,2023.0,7.0,0.7502421052631579
American Samoa,AS,2023.0,8.0,0.751171768707483
American Samoa,AS,2023.0,9.0,0.6601605177993528
American Samoa,AS,2023.0,10.0,0.648040425531915
American Samoa,AS,2023.0,11.0,0.6284460264900662
American Samoa,AS,2023.0,12.0,0.5963059936908518
American Samoa,AS,2024.0,1.0,0.6663505263157895
American Samoa,AS,2024.0,2.0,0.6604650326797387
American Samoa,AS,2024.0,3.0,0.7193054004403737
American Samoa,AS,2024.0,4.0,0.7370891806460922
American Samoa,AS,2024.0,5.0,0.7483452659830887
American Samoa,AS,2024.0,6.0,0.7084234916904055
American Samoa,AS,2024.0,7.0,0.7679162337662337
American Samoa,AS,2024.0,8.0,0.7373904918032786
American Samoa,AS,2024.0,9.0,0.6377003300330033
American Samoa,AS,2024.0,10.0,0.6342692556634305
American Samoa,AS,2024.0,11.0,0.6418746527777778
American Samoa,AS,2024.0,12.0,0.6339875409836067
Arizona,AZ,2015.0,1.0,0.2287380319648708
Arizona,AZ,2015.0,2.0,0.23345207479277139
Arizona,AZ,2015.0,3.0,0.2369117555159141
Arizona,AZ,2015.0,4.0,0.23198799429024208
Arizona,AZ,2015.0,5.0,0.23295960083941714
Arizona,AZ,2015.0,6.0,0.2329327357491865
Arizona,AZ,2015.0,7.0,0.2505853066919598
Arizona,AZ,2015.0,8.0,0.26464493353966423
Arizona,AZ,2015.0,9.0,0.26854125443807014
Arizona,AZ,2015.0,10.0,0.2674381901895428
Arizona,AZ,2015.0,11.0,0.25645763805195787
Arizona,AZ,2015.0,12.0,0.24948831847101496
Arizona,AZ,2016.0,1.0,0.21499119651144635
Arizona,AZ,2016.0,2.0,0.23230625849472883
Arizona,AZ,2016.0,3.0,0.225712749188101
Arizona,AZ,2016.0,4.0,0.2202617585977595
Arizona,AZ,2016.0,5.0,0.21675808658823395
Arizona,AZ,2016.0,6.0,0.21707177996943558
Arizona,AZ,2016.0,7.0,0.22177224643389934
Arizona,AZ,2016.0,8.0,0.2502762511220972
Arizona,AZ,2016.0,9.0,0.2628768492538279
Arizona,AZ,2016.0,10.0,0.25009318892538257
Arizona,AZ,2016.0,11.0,0.23694002887655158
Arizona,AZ,2016.0,12.0,0.23621674185777045
Arizona,AZ,2017.0,1.0,0.23926244730602153
Arizona,AZ,2017.0,2.0,0.24336110566425573
Arizona,AZ,2017.0,3.0,0.24811758050263905
Arizona,AZ,2017.0,4.0,0.24305974292175334
Arizona,AZ,2017.0,5.0,0.23320889613657125
Arizona,AZ,2017.0,6.0,0.2237418283206826
Arizona,AZ,2017.0,7.0,0.2560951511383185
Arizona,AZ,2017.0,8.0,0.2784272539643937
Arizona,AZ,2017.0,9.0,0.2623439182659749
Arizona,AZ,2017.0,10.0,0.23566205353456962
Arizona,AZ,2017.0,11.0,0.2314795505841768
Arizona,AZ,2017.0,12.0,0.23146899487085618
Arizona,AZ,2018.0,1.0,0.22325527421789243
Arizona,AZ,2018.0,2.0,0.21282462387086395
Arizona,AZ,2018.0,3.0,0.2079280240696464
Arizona,AZ,2018.0,4.0,0.20105927566231988
Arizona,AZ,2018.0,5.0,0.19490336991542337
Arizona,AZ,2018.0,6.0,0.19263945451823183
Arizona,AZ,2018.0,7.0,0.21424058081031783
Arizona,AZ,2018.0,8.0,0.24509344105759662
Arizona,AZ,2018.0,9.0,0.2509423442493416
Arizona,AZ,2018.0,10.0,0.2595067327514355
Arizona,AZ,2018.0,11.0,0.2553947471971053
