YEAR,MONTH,STATE,FLIGHTS_TOTAL
2018,4,Pennsylvania,45098.0
2018,4,Puerto Rico,10574.0
2018,4,Quebec,5508.0
2018,4,Rhode Island,5003.0
2018,4,Saskatchewan,206.0
2018,4,South Carolina,11508.0
2018,4,South Dakota,2892.0
2018,4,Tennessee,33490.0
2018,4,Texas,132969.0
2018,4,U.S. Pacific Trust Territories and Possessions,5105.0
2018,4,U.S. Virgin Islands,4151.0
2018,4,Utah,21689.0
2018,4,Vermont,2016.0
2018,4,Virginia,53941.0
2018,4,Washington,43339.0
2018,4,West Virginia,2158.0
2018,4,Wisconsin,12634.0
2018,4,Wyoming,1930.0
2018,4,Yukon Territory,10.0
2018,5,Alabama,8002.0
2018,5,Alaska,79138.0
2018,5,Alberta,3731.0
2018,5,Arizona,41583.0
2018,5,Arkansas,6253.0
2018,5,British Columbia,6169.0
2018,5,California,163440.0
2018,5,Colorado,52723.0
2018,5,Connecticut,6421.0
2018,5,Delaware,12.0
2018,5,Florida,104182.0
2018,5,Georgia,75192.0
2018,5,Hawaii,30817.0
2018,5,Idaho,6221.0
2018,5,Illinois,91012.0
2018,5,Indiana,15642.0
2018,5,Iowa,6232.0
2018,5,Kansas,3404.0
2018,5,Kentucky,26363.0
2018,5,Louisiana,15324.0
2018,5,Maine,4458.0
2018,5,Manitoba,599.0
2018,5,Maryland,21325.0
2018,5,Massachusetts,36910.0
2018,5,Michigan,40678.0
2018,5,Minnesota,33693.0
2018,5,Mississippi,3228.0
2018,5,Missouri,28065.0
2018,5,Montana,6751.0
2018,5,Nebraska,6966.0
2018,5,Nevada,36040.0
2018,5,New Brunswick,7.0
2018,5,New Hampshire,2844.0
2018,5,New Jersey,33629.0
2018,5,New Mexico,7317.0
2018,5,New York,78589.0
2018,5,Newfoundland and Labrador,34.0
2018,5,North Carolina,63296.0
2018,5,North Dakota,4253.0
2018,5,Nova Scotia,408.0
2018,5,Ohio,23605.0
2018,5,Oklahoma,8120.0
2018,5,Ontario,17807.0
2018,5,Oregon,23060.0
2018,5,Pennsylvania,47484.0
2018,5,Puerto Rico,10264.0
2018,5,Quebec,5693.0
2018,5,Rhode Island,5394.0
2018,5,Saskatchewan,123.0
2018,5,South Carolina,12557.0
2018,5,South Dakota,3285.0
2018,5,Tennessee,35782.0
2018,5,Texas,138128.0
2018,5,U.S. Pacific Trust Territories and Possessions,5954.0
2018,5,U.S. Virgin Islands,4042.0
2018,5,Utah,22316.0
2018,5,Vermont,2132.0
2018,5,Virginia,55700.0
2018,5,Washington,47240.0
2018,5,West Virginia,2344.0
2018,5,Wisconsin,13360.0
2018,5,Wyoming,1919.0
2018,6,Alabama,8210.0
2018,6,Alaska,87214.0
2018,6,Alberta,3960.0
2018,6,Arizona,39355.0
2018,6,Arkansas,6303.0
2018,6,British Columbia,6936.0
2018,6,California,163459.0
2018,6,Colorado,56519.0
2018,6,Connecticut,6181.0
2018,6,Delaware,14.0
2018,6,Florida,101991.0
2018,6,Georgia,75132.0
2018,6,Hawaii,31206.0
2018,6,Idaho,6388.0
2018,6,Illinois,92494.0
2018,6,Indiana,15590.0
2018,6,Iowa,6212.0
2018,6,Kansas,3297.0
2018,6,Kentucky,25953.0
2018,6,Louisiana,14641.0
2018,6,Maine,4887.0
2018,6,Manitoba,667.0
2018,6,Maryland,21419.0
2018,6,Massachusetts,39045.0
2018,6,Michigan,41110.0
2018,6,Minnesota,34859.0
2018,6,Mississippi,3235.0
2018,6,Missouri,28084.0
2018,6,Montana,8229.0
2018,6,Nebraska,7084.0
2018,6,Nevada,35466.0
2018,6,New Brunswick,2.0
2018,6,New Hampshire,2715.0
2018,6,New Jersey,33068.0
2018,6,New Mexico,7335.0
2018,6,New York,77919.0
2018,6,Newfoundland and Labrador,31.0
2018,6,North Carolina,60078.0
2018,6,North Dakota,4290.0
2018,6,Northwest Territories,1.0
2018,6,Nova Scotia,415.0
2018,6,Ohio,23625.0
2018,6,Oklahoma,8557.0
2018,6,Ontario,17672.0
2018,6,Oregon,24324.0
2018,6,Pennsylvania,48016.0
2018,6,Puerto Rico,11323.0
2018,6,Quebec,6124.0
2018,6,Rhode Island,5540.0
2018,6,Saskatchewan,124.0
2018,6,South Carolina,12740.0
2018,6,South Dakota,3525.0
2018,6,Tennessee,35586.0
2018,6,Texas,139795.0
2018,6,U.S. Pacific Trust Territories and Possessions,4796.0
2018,6,U.S. Virgin Islands,4174.0
2018,6,Utah,22555.0
2018,6,Vermont,2284.0
2018,6,Virginia,54586.0
2018,6,Washington,50166.0
2018,6,West Virginia,2300.0
2018,6,Wisconsin,13360.0
2018,6,Wyoming,2672.0
2018,6,Yukon Territory,12.0
2018,7,Alabama,8245.0
2018,7,Alaska,97393.0
2018,7,Alberta,3980.0
2018,7,Arizona,40167.0
2018,7,Arkansas,6330.0
2018,7,British Columbia,7373.0
2018,7,California,169648.0
2018,7,Colorado,58212.0
2018,7,Connecticut,6277.0
2018,7,Delaware,14.0
2018,7,Florida,103948.0
2018,7,Georgia,76963.0
2018,7,Hawaii,32306.0
2018,7,Idaho,6867.0
2018,7,Illinois,96726.0
2018,7,Indiana,15540.0
2018,7,Iowa,6386.0
2018,7,Kansas,3442.0
2018,7,Kentucky,25933.0
2018,7,Louisiana,14770.0
2018,7,Maine,5459.0
2018,7,Manitoba,705.0
2018,7,Maryland,21559.0
2018,7,Massachusetts,42197.0
2018,7,Michigan,42113.0
2018,7,Minnesota,36126.0
2018,7,Mississippi,3266.0
2018,7,Missouri,28635.0
2018,7,Montana,9105.0
2018,7,Nebraska,7067.0
2018,7,Nevada,36694.0
2018,7,New Brunswick,7.0
2018,7,New Hampshire,2815.0
2018,7,New Jersey,32809.0
2018,7,New Mexico,7533.0
2018,7,New York,77799.0
2018,7,Newfoundland and Labrador,25.0
2018,7,North Carolina,63451.0
2018,7,North Dakota,4408.0
2018,7,Northwest Territories,6.0
2018,7,Nova Scotia,444.0
2018,7,Ohio,23978.0
2018,7,Oklahoma,8636.0
2018,7,Ontario,18110.0
2018,7,Oregon,25555.0
2018,7,Pennsylvania,47515.0
2018,7,Prince Edward Island,4.0
2018,7,Puerto Rico,12168.0
2018,7,Quebec,6284.0
2018,7,Rhode Island,6743.0
2018,7,Saskatchewan,130.0
2018,7,South Carolina,13272.0
2018,7,South Dakota,3734.0
2018,7,Tennessee,35354.0
2018,7,Texas,142692.0
2018,7,U.S. Pacific Trust Territories and Possessions,5125.0
2018,7,U.S. Virgin Islands,4305.0
2018,7,Utah,23320.0
2018,7,Vermont,2400.0
2018,7,Virginia,55721.0
2018,7,Washington,53282.0
2018,7,West Virginia,2396.0
2018,7,Wisconsin,13742.0
2018,7,Wyoming,2875.0
2018,7,Yukon Territory,28.0
2018,8,Alabama,8431.0
2018,8,Alaska,95466.0
2018,8,Alberta,4034.0
2018,8,Arizona,39671.0
2018,8,Arkansas,6410.0
2018,8,British Columbia,7261.0
2018,8,California,171708.0
2018,8,Colorado,58494.0
2018,8,Connecticut,6615.0
2018,8,Delaware,3.0
2018,8,Florida,98197.0
2018,8,Georgia,77607.0
2018,8,Hawaii,31470.0
2018,8,Idaho,6896.0
2018,8,Illinois,95726.0
2018,8,Indiana,15898.0
2018,8,Iowa,6464.0
2018,8,Kansas,3499.0
2018,8,Kentucky,26545.0
2018,8,Louisiana,14547.0
2018,8,Maine,5647.0
2018,8,Manitoba,663.0
2018,8,Maryland,20990.0
2018,8,Massachusetts,43419.0
2018,8,Michigan,43308.0
2018,8,Minnesota,36772.0
2018,8,Mississippi,3343.0
2018,8,Missouri,28525.0
2018,8,Montana,8917.0
2018,8,Nebraska,7161.0
2018,8,Nevada,36791.0
2018,8,New Brunswick,8.0
2018,8,New Hampshire,2825.0
2018,8,New Jersey,33082.0
2018,8,New Mexico,7573.0
2018,8,New York,79151.0
2018,8,Newfoundland and Labrador,17.0
2018,8,North Carolina,64842.0
2018,8,North Dakota,4381.0
2018,8,Northwest Territories,1.0
2018,8,Nova Scotia,457.0
2018,8,Ohio,23853.0
2018,8,Oklahoma,8698.0
2018,8,Ontario,18202.0
2018,8,Oregon,25031.0
2018,8,Pennsylvania,48375.0
2018,8,Prince Edward Island,1.0
2018,8,Puerto Rico,10781.0
2018,8,Quebec,6313.0
2018,8,Rhode Island,6473.0
2018,8,Saskatchewan,125.0
2018,8,South Carolina,13311.0
2018,8,South Dakota,3743.0
2018,8,Tennessee,36719.0
2018,8,Texas,143585.0
2018,8,U.S. Pacific Trust Territories and Possessions,5384.0
2018,8,U.S. Virgin Islands,4522.0
2018,8,Utah,23817.0
2018,8,Vermont,2413.0
2018,8,Virginia,56656.0
2018,8,Washington,52940.0
2018,8,West Virginia,2391.0
2018,8,Wisconsin,13665.0
2018,8,Wyoming,2922.0
2018,8,Yukon Territory,25.0
2018,9,Alabama,7769.0
2018,9,Alaska,80823.0
2018,9,Alberta,3836.0
2018,9,Arizona,36712.0
2018,9,Arkansas,5981.0
2018,9,British Columbia,6533.0
2018,9,California,155281.0
2018,9,Colorado,53279.0
2018,9,Connecticut,5898.0
2018,9,Delaware,10.0
2018,9,Florida,88618.0
2018,9,Georgia,69764.0
2018,9,Hawaii,28803.0
2018,9,Idaho,5670.0
2018,9,Illinois,89695.0
2018,9,Indiana,14392.0
2018,9,Iowa,6123.0
2018,9,Kansas,3255.0
2018,9,Kentucky,24473.0
2018,9,Louisiana,13720.0
2018,9,Maine,5200.0
2018,9,Manitoba,677.0
2018,9,Maryland,19595.0
2018,9,Massachusetts,38022.0
2018,9,Michigan,39341.0
2018,9,Minnesota,32308.0
2018,9,Mississippi,3144.0
2018,9,Missouri,26602.0
2018,9,Montana,7244.0
2018,9,Nebraska,6628.0
2018,9,Nevada,34247.0
2018,9,New Brunswick,12.0
2018,9,New Hampshire,2420.0
2018,9,New Jersey,31429.0
2018,9,New Mexico,6921.0
2018,9,New York,73928.0
2018,9,Newfoundland and Labrador,28.0
2018,9,North Carolina,59083.0
2018,9,North Dakota,3894.0
2018,9,Nova Scotia,403.0
2018,9,Ohio,22272.0
2018,9,Oklahoma,8120.0
2018,9,Ontario,17260.0
2018,9,Oregon,22088.0
2018,9,Pennsylvania,44708.0
2018,9,Puerto Rico,8846.0
2018,9,Quebec,5914.0
2018,9,Rhode Island,5486.0
2018,9,Saskatchewan,125.0
2018,9,South Carolina,11116.0
2018,9,South Dakota,3315.0
2018,9,Tennessee,34327.0
2018,9,Texas,131490.0
2018,9,U.S. Pacific Trust Territories and Possessions,4683.0
2018,9,U.S. Virgin Islands,3853.0
2018,9,Utah,21625.0
2018,9,Vermont,2357.0
2018,9,Virginia,54178.0
2018,9,Washington,46238.0
2018,9,West Virginia,2118.0
2018,9,Wisconsin,12550.0
2018,9,Wyoming,2295.0
2018,9,Yukon Territory,17.0
2018,10,Alabama,8299.0
2018,10,Alaska,77519.0
2018,10,Alberta,3916.0
2018,10,Arizona,39356.0
2018,10,Arkansas,6283.0
2018,10,British Columbia,7843.0
2018,10,California,164674.0
2018,10,Colorado,54934.0
2018,10,Connecticut,6284.0
2018,10,Delaware,10.0
2018,10,Florida,97356.0
2018,10,Georgia,73642.0
2018,10,Hawaii,28893.0
2018,10,Idaho,6451.0
2018,10,Illinois,94962.0
2018,10,Indiana,16208.0
2018,10,Iowa,6608.0
2018,10,Kansas,3453.0
2018,10,Kentucky,26875.0
2018,10,Louisiana,15000.0
2018,10,Maine,5095.0
2018,10,Manitoba,719.0
2018,10,Maryland,20527.0
2018,10,Massachusetts,36846.0
2018,10,Michigan,41258.0
2018,10,Minnesota,33700.0
2018,10,Mississippi,3362.0
2018,10,Missouri,28578.0
2018,10,Montana,7029.0
2018,10,Nebraska,7045.0
2018,10,Nevada,36648.0
2018,10,New Brunswick,6.0
2018,10,New Hampshire,2526.0
2018,10,New Jersey,33493.0
2018,10,New Mexico,7063.0
2018,10,New York,78467.0
2018,10,Newfoundland and Labrador,28.0
2018,10,North Carolina,65222.0
2018,10,North Dakota,4344.0
2018,10,Nova Scotia,394.0
2018,10,Ohio,23896.0
2018,10,Oklahoma,8495.0
2018,10,Ontario,17818.0
2018,10,Oregon,21625.0
2018,10,Pennsylvania,47771.0
2018,10,Puerto Rico,9377.0
2018,10,Quebec,6157.0
2018,10,Rhode Island,5146.0
2018,10,Saskatchewan,160.0
2018,10,South Carolina,12606.0
2018,10,South Dakota,3373.0
2018,10,Tennessee,37461.0
2018,10,Texas,139040.0
2018,10,U.S. Pacific Trust Territories and Possessions,4853.0
2018,10,U.S. Virgin Islands,4047.0
2018,10,Utah,22616.0
2018,10,Vermont,2349.0
2018,10,Virginia,57968.0
2018,10,Washington,45143.0
2018,10,West Virginia,2178.0
2018,10,Wisconsin,13636.0
2018,10,Wyoming,1999.0
2018,10,Yukon Territory,6.0
2018,11,Alabama,7949.0
2018,11,Alaska,60981.0
2018,11,Alberta,3885.0
2018,11,Arizona,38318.0
2018,11,Arkansas,5956.0
2018,11,British Columbia,5726.0
2018,11,California,155671.0
2018,11,Colorado,50765.0
2018,11,Connecticut,6086.0
2018,11,Delaware,5.0
2018,11,Florida,101771.0
2018,11,Georgia,69423.0
2018,11,Hawaii,30477.0
2018,11,Idaho,5811.0
2018,11,Illinois,86311.0
2018,11,Indiana,15215.0
2018,11,Iowa,6192.0
2018,11,Kansas,3330.0
2018,11,Kentucky,25929.0
2018,11,Louisiana,14504.0
2018,11,Maine,4095.0
2018,11,Manitoba,710.0
2018,11,Maryland,19810.0
2018,11,Massachusetts,32459.0
2018,11,Michigan,38278.0
2018,11,Minnesota,30686.0
2018,11,Mississippi,3166.0
2018,11,Missouri,26495.0
2018,11,Montana,6621.0
2018,11,Nebraska,6622.0
2018,11,Nevada,32973.0
2018,11,New Brunswick,1.0
2018,11,New Hampshire,2354.0
2018,11,New Jersey,31090.0
2018,11,New Mexico,6818.0
2018,11,New York,72797.0
2018,11,Newfoundland and Labrador,16.0
2018,11,North Carolina,62176.0
2018,11,North Dakota,4114.0
2018,11,Nova Scotia,381.0
2018,11,Ohio,22726.0
2018,11,Oklahoma,8144.0
2018,11,Ontario,15684.0
2018,11,Oregon,21535.0
2018,11,Pennsylvania,44286.0
2018,11,Puerto Rico,9940.0
2018,11,Quebec,5088.0
2018,11,Rhode Island,4692.0
2018,11,Saskatchewan,213.0
2018,11,South Carolina,11369.0
2018,11,South Dakota,3151.0
2018,11,Tennessee,35817.0
2018,11,Texas,135142.0
2018,11,U.S. Pacific Trust Territories and Possessions,4896.0
2018,11,U.S. Virgin Islands,4128.0
2018,11,Utah,21274.0
2018,11,Vermont,2065.0
2018,11,Virginia,54346.0
2018,11,Washington,42228.0
2018,11,West Virginia,1925.0
2018,11,Wisconsin,12669.0
2018,11,Wyoming,1897.0
2018,12,Alabama,7674.0
2018,12,Alaska,61297.0
2018,12,Alberta,4134.0
2018,12,Arizona,39864.0
2018,12,Arkansas,5784.0
2018,12,British Columbia,6174.0
2018,12,California,160243.0
2018,12,Colorado,53532.0
2018,12,Connecticut,6203.0
2018,12,Delaware,6.0
2018,12,Florida,112011.0
2018,12,Georgia,69541.0
2018,12,Hawaii,32607.0
2018,12,Idaho,6088.0
2018,12,Illinois,89320.0
2018,12,Indiana,16000.0
2018,12,Iowa,6405.0
2018,12,Kansas,3403.0
2018,12,Kentucky,27988.0
2018,12,Louisiana,14287.0
2018,12,Maine,3949.0
2018,12,Manitoba,690.0
2018,12,Maryland,19913.0
2018,12,Massachusetts,31461.0
2018,12,Michigan,38249.0
2018,12,Minnesota,30977.0
2018,12,Mississippi,3100.0
2018,12,Missouri,26856.0
2018,12,Montana,7392.0
2018,12,Nebraska,6699.0
2018,12,Nevada,32999.0
2018,12,New Brunswick,8.0
2018,12,New Hampshire,2401.0
2018,12,New Jersey,31558.0
2018,12,New Mexico,6760.0
2018,12,New York,72998.0
2018,12,Newfoundland and Labrador,14.0
2018,12,North Carolina,59663.0
2018,12,North Dakota,4130.0
2018,12,Northwest Territories,2.0
2018,12,Nova Scotia,425.0
2018,12,Ohio,22325.0
2018,12,Oklahoma,8107.0
2018,12,Ontario,16504.0
2018,12,Oregon,22671.0
2018,12,Pennsylvania,45903.0
2018,12,Puerto Rico,11880.0
2018,12,Quebec,5419.0
2018,12,Rhode Island,4372.0
2018,12,Saskatchewan,217.0
2018,12,South Carolina,10966.0
2018,12,South Dakota,2849.0
2018,12,Tennessee,36167.0
2018,12,Texas,135489.0
2018,12,U.S. Pacific Trust Territories and Possessions,5265.0
2018,12,U.S. Virgin Islands,4623.0
2018,12,Utah,22383.0
2018,12,Vermont,2039.0
2018,12,Virginia,53065.0
2018,12,Washington,43646.0
2018,12,West Virginia,2360.0
2018,12,Wisconsin,12720.0
2018,12,Wyoming,2316.0
2018,12,Yukon Territory,1.0
2019,1,Alabama,7701.0
2019,1,Alaska,58702.0
2019,1,Alberta,4152.0
2019,1,Arizona,40992.0
2019,1,Arkansas,5724.0
2019,1,British Columbia,9681.0
2019,1,California,158469.0
2019,1,Colorado,53862.0
2019,1,Connecticut,5779.0
2019,1,Delaware,6.0
2019,1,Florida,111251.0
2019,1,Georgia,68305.0
2019,1,Hawaii,30910.0
2019,1,Idaho,6864.0
2019,1,Illinois,75678.0
2019,1,Indiana,14290.0
2019,1,Iowa,5930.0
2019,1,Kansas,3197.0
2019,1,Kentucky,24358.0
2019,1,Louisiana,14326.0
2019,1,Maine,3444.0
2019,1,Manitoba,735.0
2019,1,Maryland,17625.0
2019,1,Massachusetts,29294.0
2019,1,Michigan,35943.0
2019,1,Minnesota,29440.0
2019,1,Mississippi,3166.0
2019,1,Missouri,25241.0
2019,1,Montana,7177.0
2019,1,Nebraska,6397.0
2019,1,Nevada,34440.0
2019,1,New Brunswick,10.0
2019,1,New Hampshire,2179.0
2019,1,New Jersey,29328.0
2019,1,New Mexico,6319.0
2019,1,New York,70141.0
2019,1,Newfoundland and Labrador,21.0
2019,1,North Carolina,61069.0
2019,1,North Dakota,3961.0
2019,1,Northwest Territories,2.0
2019,1,Nova Scotia,442.0
2019,1,Nunavut Territory,1.0
2019,1,Ohio,21054.0
2019,1,Oklahoma,7687.0
2019,1,Ontario,15592.0
2019,1,Oregon,21378.0
2019,1,Pennsylvania,42030.0
2019,1,Puerto Rico,12376.0
2019,1,Quebec,5388.0
2019,1,Rhode Island,3812.0
2019,1,Saskatchewan,216.0
2019,1,South Carolina,10444.0
2019,1,South Dakota,2582.0
2019,1,Tennessee,35281.0
2019,1,Texas,135807.0
2019,1,U.S. Pacific Trust Territories and Possessions,5562.0
2019,1,U.S. Virgin Islands,5445.0
2019,1,Utah,22160.0
2019,1,Vermont,1922.0
2019,1,Virginia,50747.0
2019,1,Washington,42658.0
2019,1,West Virginia,2018.0
2019,1,Wisconsin,11793.0
2019,1,Wyoming,2473.0
2019,1,Yukon Territory,1.0
2019,2,Alabama,6954.0
2019,2,Alaska,50257.0
2019,2,Alberta,3728.0
2019,2,Arizona,36257.0
2019,2,Arkansas,5407.0
2019,2,British Columbia,8697.0
2019,2,California,142015.0
2019,2,Colorado,48783.0
2019,2,Connecticut,5294.0
2019,2,Delaware,1.0
2019,2,Florida,104315.0
2019,2,Georgia,62186.0
2019,2,Hawaii,27605.0
2019,2,Idaho,5509.0
2019,2,Illinois,72770.0
2019,2,Indiana,13301.0
2019,2,Iowa,5445.0
2019,2,Kansas,3009.0
2019,2,Kentucky,22037.0
2019,2,Louisiana,13249.0
2019,2,Maine,3277.0
2019,2,Manitoba,691.0
2019,2,Maryland,15482.0
2019,2,Massachusetts,27227.0
2019,2,Michigan,33053.0
2019,2,Minnesota,26423.0
2019,2,Mississippi,2829.0
2019,2,Missouri,22879.0
2019,2,Montana,6066.0
2019,2,Nebraska,5895.0
2019,2,Nevada,30802.0
2019,2,New Brunswick,10.0
2019,2,New Hampshire,2067.0
2019,2,New Jersey,26923.0
2019,2,New Mexico,5639.0
2019,2,New York,64827.0
2019,2,Newfoundland and Labrador,16.0
2019,2,North Carolina,55857.0
2019,2,North Dakota,3665.0
2019,2,Northwest Territories,2.0
2019,2,Nova Scotia,396.0
2019,2,Ohio,19358.0
2019,2,Oklahoma,7028.0
2019,2,Ontario,13685.0
2019,2,Oregon,18501.0
2019,2,Pennsylvania,38348.0
2019,2,Puerto Rico,11320.0
2019,2,Quebec,4877.0
2019,2,Rhode Island,3535.0
2019,2,Saskatchewan,194.0
